SHEDID,time,RT,LEASE
3,2015/9/25,59,58
3,2015/9/26,56,53
3,2015/9/27,32,31
3,2015/9/28,55,58
3,2015/9/29,58,62
3,2015/9/30,53,53
3,2015/10/1,39,38
3,2015/10/2,39,38
3,2015/10/3,40,38
3,2015/10/4,34,33
3,2015/10/5,37,38
3,2015/10/6,36,39
3,2015/10/7,38,38
3,2015/10/8,64,63
3,2015/10/9,64,63
3,2015/10/10,61,57
3,2015/10/11,55,54
3,2015/10/12,60,62
3,2015/10/13,59,64
3,2015/10/14,62,62
3,2015/10/15,64,64
3,2015/10/16,65,63
3,2015/10/17,61,58
3,2015/10/18,56,54
3,2015/10/19,61,63
3,2015/10/20,59,63
3,2015/10/21,61,62
3,2015/10/22,64,63
3,2015/10/23,64,63
3,2015/10/24,61,57
3,2015/10/25,55,54
3,2015/10/26,60,62
3,2015/10/27,58,62
3,2015/10/28,60,61
3,2015/10/29,63,62
3,2015/10/30,63,62
3,2015/10/31,60,56
4,2015/9/1,1,2
4,2015/9/2,1,2
4,2015/9/3,1,2
4,2015/9/4,1,2
4,2015/9/5,1,2
4,2015/9/6,1,2
4,2015/9/7,1,2
4,2015/9/8,5,6
4,2015/9/9,5,6
4,2015/9/10,5,6
4,2015/9/11,5,6
4,2015/9/12,5,6
4,2015/9/13,5,6
4,2015/9/14,5,6
4,2015/9/15,7,8
4,2015/9/16,7,8
4,2015/9/17,7,8
4,2015/9/18,7,8
4,2015/9/19,7,8
4,2015/9/20,7,8
4,2015/9/21,7,8
4,2015/9/22,7,8
4,2015/9/23,7,8
4,2015/9/24,7,8
4,2015/9/25,7,8
4,2015/9/26,7,8
4,2015/9/27,4,5
4,2015/9/28,7,8
4,2015/9/29,9,10
4,2015/9/30,8,9
4,2015/10/1,6,6
4,2015/10/2,6,6
4,2015/10/3,6,7
4,2015/10/4,6,6
4,2015/10/5,6,6
4,2015/10/6,6,6
4,2015/10/7,6,6
4,2015/10/8,9,10
4,2015/10/9,9,10
4,2015/10/10,9,10
4,2015/10/11,9,10
4,2015/10/12,9,10
4,2015/10/13,10,11
4,2015/10/14,10,11
4,2015/10/15,10,11
4,2015/10/16,10,11
4,2015/10/17,10,11
4,2015/10/18,10,11
4,2015/10/19,10,11
4,2015/10/20,9,10
4,2015/10/21,9,10
4,2015/10/22,9,10
4,2015/10/23,9,10
4,2015/10/24,9,10
4,2015/10/25,9,10
4,2015/10/26,9,10
4,2015/10/27,8,9
4,2015/10/28,8,9
4,2015/10/29,8,9
4,2015/10/30,8,9
4,2015/10/31,8,9
5,2015/9/1,44,53
5,2015/9/2,45,53
5,2015/9/3,48,56
5,2015/9/4,43,52
5,2015/9/5,31,34
5,2015/9/6,27,32
5,2015/9/7,43,51
5,2015/9/8,49,58
5,2015/9/9,50,57
5,2015/9/10,53,61
5,2015/9/11,55,64
5,2015/9/12,40,42
5,2015/9/13,29,35
5,2015/9/14,47,55
5,2015/9/15,51,60
5,2015/9/16,52,59
5,2015/9/17,55,63
5,2015/9/18,57,66
5,2015/9/19,41,43
5,2015/9/20,31,36
5,2015/9/21,49,57
5,2015/9/22,51,60
5,2015/9/23,52,59
5,2015/9/24,55,63
5,2015/9/25,57,66
5,2015/9/26,41,43
5,2015/9/27,19,23
5,2015/9/28,49,57
5,2015/9/29,61,71
5,2015/9/30,55,61
5,2015/10/1,41,46
5,2015/10/2,42,48
5,2015/10/3,33,34
5,2015/10/4,23,27
5,2015/10/5,37,42
5,2015/10/6,43,49
5,2015/10/7,44,49
5,2015/10/8,76,83
5,2015/10/9,78,88
5,2015/10/10,57,57
5,2015/10/11,42,48
5,2015/10/12,68,76
5,2015/10/13,71,81
5,2015/10/14,73,80
5,2015/10/15,78,85
5,2015/10/16,80,90
5,2015/10/17,58,59
5,2015/10/18,43,49
5,2015/10/19,70,77
5,2015/10/20,70,80
5,2015/10/21,71,79
5,2015/10/22,76,83
5,2015/10/23,78,88
5,2015/10/24,57,57
5,2015/10/25,42,48
5,2015/10/26,68,76
5,2015/10/27,65,75
5,2015/10/28,67,74
5,2015/10/29,71,78
5,2015/10/30,73,83
5,2015/10/31,53,54
6,2015/9/1,38,42
6,2015/9/2,35,41
6,2015/9/3,37,46
6,2015/9/4,31,38
6,2015/9/5,28,33
6,2015/9/6,28,32
6,2015/9/7,39,44
6,2015/9/8,42,46
6,2015/9/9,39,45
6,2015/9/10,41,51
6,2015/9/11,39,47
6,2015/9/12,36,41
6,2015/9/13,31,36
6,2015/9/14,44,49
6,2015/9/15,44,48
6,2015/9/16,42,47
6,2015/9/17,43,53
6,2015/9/18,41,49
6,2015/9/19,38,43
6,2015/9/20,33,37
6,2015/9/21,46,51
6,2015/9/22,44,48
6,2015/9/23,42,47
6,2015/9/24,43,53
6,2015/9/25,41,49
6,2015/9/26,38,43
6,2015/9/27,21,24
6,2015/9/28,46,51
6,2015/9/29,59,63
6,2015/9/30,49,54
6,2015/10/1,36,42
6,2015/10/2,34,39
6,2015/10/3,34,38
6,2015/10/4,28,30
6,2015/10/5,38,41
6,2015/10/6,46,47
6,2015/10/7,43,46
6,2015/10/8,71,83
6,2015/10/9,68,77
6,2015/10/10,63,68
6,2015/10/11,54,58
6,2015/10/12,76,80
6,2015/10/13,76,78
6,2015/10/14,71,76
6,2015/10/15,74,85
6,2015/10/16,70,79
6,2015/10/17,65,70
6,2015/10/18,56,60
6,2015/10/19,78,82
6,2015/10/20,73,76
6,2015/10/21,69,74
6,2015/10/22,71,83
6,2015/10/23,68,77
6,2015/10/24,63,68
6,2015/10/25,54,58
6,2015/10/26,76,80
6,2015/10/27,67,70
6,2015/10/28,62,68
6,2015/10/29,65,76
6,2015/10/30,62,71
6,2015/10/31,57,62
7,2015/9/1,64,54
7,2015/9/2,61,66
7,2015/9/3,64,61
7,2015/9/4,55,54
7,2015/9/5,51,50
7,2015/9/6,45,45
7,2015/9/7,57,63
7,2015/9/8,69,58
7,2015/9/9,65,70
7,2015/9/10,68,65
7,2015/9/11,67,66
7,2015/9/12,63,61
7,2015/9/13,48,48
7,2015/9/14,61,67
7,2015/9/15,71,60
7,2015/9/16,67,72
7,2015/9/17,70,67
7,2015/9/18,70,68
7,2015/9/19,65,63
7,2015/9/20,50,50
7,2015/9/21,63,69
7,2015/9/22,71,60
7,2015/9/23,67,72
7,2015/9/24,70,67
7,2015/9/25,70,68
7,2015/9/26,65,63
7,2015/9/27,31,31
7,2015/9/28,63,69
7,2015/9/29,73,61
7,2015/9/30,61,66
7,2015/10/1,45,43
7,2015/10/2,44,43
7,2015/10/3,45,44
7,2015/10/4,32,32
7,2015/10/5,40,44
7,2015/10/6,45,38
7,2015/10/7,43,46
7,2015/10/8,73,69
7,2015/10/9,72,70
7,2015/10/10,66,65
7,2015/10/11,51,51
7,2015/10/12,65,71
7,2015/10/13,74,62
7,2015/10/14,70,76
7,2015/10/15,74,70
7,2015/10/16,73,71
7,2015/10/17,67,66
7,2015/10/18,52,52
7,2015/10/19,66,72
7,2015/10/20,73,61
7,2015/10/21,69,75
7,2015/10/22,73,69
7,2015/10/23,72,70
7,2015/10/24,66,65
7,2015/10/25,51,51
7,2015/10/26,65,71
7,2015/10/27,72,60
7,2015/10/28,68,74
7,2015/10/29,72,68
7,2015/10/30,71,69
7,2015/10/31,65,64
8,2015/9/1,89,84
8,2015/9/2,96,88
8,2015/9/3,97,99
8,2015/9/4,85,85
8,2015/9/5,77,76
8,2015/9/6,83,83
8,2015/9/7,92,86
8,2015/9/8,93,88
8,2015/9/9,100,92
8,2015/9/10,101,103
8,2015/9/11,102,101
8,2015/9/12,93,91
8,2015/9/13,87,87
8,2015/9/14,96,90
8,2015/9/15,95,90
8,2015/9/16,102,94
8,2015/9/17,104,106
8,2015/9/18,104,103
8,2015/9/19,95,93
8,2015/9/20,88,89
8,2015/9/21,98,92
8,2015/9/22,95,90
8,2015/9/23,102,94
8,2015/9/24,104,106
8,2015/9/25,104,103
8,2015/9/26,95,93
8,2015/9/27,56,56
8,2015/9/28,98,92
8,2015/9/29,100,95
8,2015/9/30,95,87
8,2015/10/1,68,69
8,2015/10/2,68,67
8,2015/10/3,67,66
8,2015/10/4,59,59
8,2015/10/5,64,60
8,2015/10/6,64,61
8,2015/10/7,69,63
8,2015/10/8,113,116
8,2015/10/9,113,112
8,2015/10/10,103,101
8,2015/10/11,96,97
8,2015/10/12,107,100
8,2015/10/13,104,99
8,2015/10/14,112,103
8,2015/10/15,114,116
8,2015/10/16,114,113
8,2015/10/17,104,102
8,2015/10/18,97,98
8,2015/10/19,108,101
8,2015/10/20,103,98
8,2015/10/21,112,102
8,2015/10/22,113,116
8,2015/10/23,113,112
8,2015/10/24,103,101
8,2015/10/25,96,97
8,2015/10/26,107,100
8,2015/10/27,101,96
8,2015/10/28,109,100
8,2015/10/29,111,113
8,2015/10/30,111,110
8,2015/10/31,101,99
9,2015/9/1,85,98
9,2015/9/2,92,103
9,2015/9/3,97,111
9,2015/9/4,76,87
9,2015/9/5,78,90
9,2015/9/6,76,94
9,2015/9/7,89,94
9,2015/9/8,89,102
9,2015/9/9,96,107
9,2015/9/10,101,115
9,2015/9/11,91,103
9,2015/9/12,94,106
9,2015/9/13,80,98
9,2015/9/14,93,98
9,2015/9/15,90,104
9,2015/9/16,98,109
9,2015/9/17,103,117
9,2015/9/18,93,105
9,2015/9/19,96,108
9,2015/9/20,82,100
9,2015/9/21,95,100
9,2015/9/22,90,104
9,2015/9/23,98,109
9,2015/9/24,103,117
9,2015/9/25,93,105
9,2015/9/26,96,108
9,2015/9/27,52,63
9,2015/9/28,95,100
9,2015/9/29,100,113
9,2015/9/30,95,105
9,2015/10/1,71,79
9,2015/10/2,63,71
9,2015/10/3,71,80
9,2015/10/4,57,69
9,2015/10/5,65,67
9,2015/10/6,67,75
9,2015/10/7,72,79
9,2015/10/8,123,137
9,2015/10/9,110,122
9,2015/10/10,114,126
9,2015/10/11,97,116
9,2015/10/12,113,116
9,2015/10/13,109,122
9,2015/10/14,118,129
9,2015/10/15,124,138
9,2015/10/16,112,123
9,2015/10/17,116,128
9,2015/10/18,98,118
9,2015/10/19,115,117
9,2015/10/20,107,121
9,2015/10/21,117,127
9,2015/10/22,123,137
9,2015/10/23,110,122
9,2015/10/24,114,126
9,2015/10/25,97,116
9,2015/10/26,113,116
9,2015/10/27,103,117
9,2015/10/28,112,123
9,2015/10/29,118,132
9,2015/10/30,106,118
9,2015/10/31,110,122
10,2015/9/1,60,70
10,2015/9/2,55,68
10,2015/9/3,63,69
10,2015/9/4,53,60
10,2015/9/5,44,55
10,2015/9/6,47,50
10,2015/9/7,56,60
10,2015/9/8,64,74
10,2015/9/9,59,72
10,2015/9/10,67,74
10,2015/9/11,66,73
10,2015/9/12,54,66
10,2015/9/13,50,54
10,2015/9/14,60,64
10,2015/9/15,67,76
10,2015/9/16,61,74
10,2015/9/17,70,76
10,2015/9/18,68,75
10,2015/9/19,56,68
10,2015/9/20,52,55
10,2015/9/21,61,66
10,2015/9/22,67,76
10,2015/9/23,61,74
10,2015/9/24,70,76
10,2015/9/25,68,75
10,2015/9/26,56,68
10,2015/9/27,33,35
10,2015/9/28,61,66
10,2015/9/29,69,78
10,2015/9/30,55,67
10,2015/10/1,45,48
10,2015/10/2,43,48
10,2015/10/3,39,47
10,2015/10/4,34,36
10,2015/10/5,39,42
10,2015/10/6,43,49
10,2015/10/7,39,47
10,2015/10/8,72,78
10,2015/10/9,70,77
10,2015/10/10,58,70
10,2015/10/11,53,57
10,2015/10/12,63,68
10,2015/10/13,70,79
10,2015/10/14,64,77
10,2015/10/15,73,79
10,2015/10/16,71,78
10,2015/10/17,59,71
10,2015/10/18,54,58
10,2015/10/19,64,69
10,2015/10/20,69,78
10,2015/10/21,63,76
10,2015/10/22,72,78
10,2015/10/23,70,77
10,2015/10/24,58,70
10,2015/10/25,53,57
10,2015/10/26,63,68
10,2015/10/27,68,77
10,2015/10/28,62,75
10,2015/10/29,71,77
10,2015/10/30,69,76
10,2015/10/31,57,69
11,2015/9/1,48,47
11,2015/9/2,50,48
11,2015/9/3,52,49
11,2015/9/4,46,43
11,2015/9/5,44,40
11,2015/9/6,52,43
11,2015/9/7,52,48
11,2015/9/8,51,51
11,2015/9/9,54,52
11,2015/9/10,56,54
11,2015/9/11,57,52
11,2015/9/12,55,50
11,2015/9/13,56,46
11,2015/9/14,56,52
11,2015/9/15,53,53
11,2015/9/16,56,54
11,2015/9/17,58,56
11,2015/9/18,59,54
11,2015/9/19,57,52
11,2015/9/20,58,48
11,2015/9/21,58,54
11,2015/9/22,53,53
11,2015/9/23,56,54
11,2015/9/24,58,56
11,2015/9/25,59,54
11,2015/9/26,57,52
11,2015/9/27,37,30
11,2015/9/28,58,54
11,2015/9/29,55,55
11,2015/9/30,51,50
11,2015/10/1,37,36
11,2015/10/2,38,35
11,2015/10/3,40,36
11,2015/10/4,38,32
11,2015/10/5,38,35
11,2015/10/6,34,34
11,2015/10/7,36,35
11,2015/10/8,60,58
11,2015/10/9,61,57
11,2015/10/10,59,54
11,2015/10/11,60,50
11,2015/10/12,61,56
11,2015/10/13,56,56
11,2015/10/14,59,57
11,2015/10/15,61,59
11,2015/10/16,62,58
11,2015/10/17,60,55
11,2015/10/18,61,51
11,2015/10/19,62,57
11,2015/10/20,55,55
11,2015/10/21,58,56
11,2015/10/22,60,58
11,2015/10/23,61,57
11,2015/10/24,59,54
11,2015/10/25,60,50
11,2015/10/26,61,56
11,2015/10/27,54,54
11,2015/10/28,57,55
11,2015/10/29,59,57
11,2015/10/30,60,56
11,2015/10/31,58,53
12,2015/9/1,35,35
12,2015/9/2,35,33
12,2015/9/3,34,34
12,2015/9/4,31,32
12,2015/9/5,28,27
12,2015/9/6,24,28
12,2015/9/7,27,34
12,2015/9/8,39,39
12,2015/9/9,39,37
12,2015/9/10,39,38
12,2015/9/11,40,41
12,2015/9/12,36,34
12,2015/9/13,27,31
12,2015/9/14,31,38
12,2015/9/15,42,41
12,2015/9/16,42,39
12,2015/9/17,41,40
12,2015/9/18,43,43
12,2015/9/19,38,36
12,2015/9/20,29,33
12,2015/9/21,32,41
12,2015/9/22,42,41
12,2015/9/23,42,39
12,2015/9/24,41,40
12,2015/9/25,43,43
12,2015/9/26,38,36
12,2015/9/27,18,21
12,2015/9/28,32,41
12,2015/9/29,47,46
12,2015/9/30,41,38
12,2015/10/1,28,28
12,2015/10/2,30,30
12,2015/10/3,29,27
12,2015/10/4,20,23
12,2015/10/5,22,28
12,2015/10/6,30,30
12,2015/10/7,30,28
12,2015/10/8,48,47
12,2015/10/9,50,51
12,2015/10/10,45,42
12,2015/10/11,34,38
12,2015/10/12,38,48
12,2015/10/13,50,49
12,2015/10/14,50,46
12,2015/10/15,49,48
12,2015/10/16,51,52
12,2015/10/17,46,43
12,2015/10/18,34,39
12,2015/10/19,39,48
12,2015/10/20,49,48
12,2015/10/21,49,46
12,2015/10/22,48,47
12,2015/10/23,50,51
12,2015/10/24,45,42
12,2015/10/25,34,38
12,2015/10/26,38,48
12,2015/10/27,47,47
12,2015/10/28,47,44
12,2015/10/29,47,46
12,2015/10/30,49,49
12,2015/10/31,44,41
13,2015/9/1,20,20
13,2015/9/2,19,19
13,2015/9/3,17,15
13,2015/9/4,15,16
13,2015/9/5,12,13
13,2015/9/6,16,18
13,2015/9/7,16,19
13,2015/9/8,24,25
13,2015/9/9,24,24
13,2015/9/10,21,19
13,2015/9/11,21,23
13,2015/9/12,17,18
13,2015/9/13,20,22
13,2015/9/14,20,24
13,2015/9/15,27,27
13,2015/9/16,26,26
13,2015/9/17,23,21
13,2015/9/18,23,25
13,2015/9/19,19,20
13,2015/9/20,22,24
13,2015/9/21,22,26
13,2015/9/22,27,27
13,2015/9/23,26,26
13,2015/9/24,23,21
13,2015/9/25,23,25
13,2015/9/26,19,20
13,2015/9/27,14,15
13,2015/9/28,22,26
13,2015/9/29,29,29
13,2015/9/30,25,25
13,2015/10/1,15,14
13,2015/10/2,15,17
13,2015/10/3,14,15
13,2015/10/4,15,16
13,2015/10/5,15,17
13,2015/10/6,18,18
13,2015/10/8,25,22
13,2015/10/9,25,27
13,2015/10/10,21,22
13,2015/10/11,24,26
13,2015/10/12,24,28
13,2015/10/13,30,30
13,2015/10/14,29,29
13,2015/10/15,26,23
13,2015/10/16,26,28
13,2015/10/17,22,23
13,2015/10/18,25,27
13,2015/10/19,25,29
13,2015/10/20,29,29
13,2015/10/21,28,28
13,2015/10/22,25,22
13,2015/10/23,25,27
13,2015/10/24,21,22
13,2015/10/25,24,26
13,2015/10/26,24,28
13,2015/10/27,28,28
13,2015/10/28,27,27
13,2015/10/29,24,21
13,2015/10/30,24,26
13,2015/10/31,20,21
14,2015/9/1,52,47
14,2015/9/2,52,47
14,2015/9/3,54,49
14,2015/9/4,44,44
14,2015/9/5,52,43
14,2015/9/6,50,46
14,2015/9/7,52,49
14,2015/9/8,56,50
14,2015/9/9,56,51
14,2015/9/10,58,53
14,2015/9/11,55,54
14,2015/9/12,64,52
14,2015/9/13,54,50
14,2015/9/14,56,53
14,2015/9/15,58,52
14,2015/9/16,58,53
14,2015/9/17,60,55
14,2015/9/18,57,56
14,2015/9/19,67,54
14,2015/9/20,56,52
14,2015/9/21,58,55
14,2015/9/22,58,52
14,2015/9/23,58,53
14,2015/9/24,60,55
14,2015/9/25,57,56
14,2015/9/26,67,54
14,2015/9/27,35,33
14,2015/9/28,58,55
14,2015/9/29,60,54
14,2015/9/30,53,48
14,2015/10/1,38,35
14,2015/10/2,36,36
14,2015/10/3,46,38
14,2015/10/4,36,34
14,2015/10/5,37,36
14,2015/10/6,37,34
14,2015/10/7,37,34
14,2015/10/8,62,57
14,2015/10/9,59,58
14,2015/10/10,69,56
14,2015/10/11,57,54
14,2015/10/12,60,57
14,2015/10/13,61,55
14,2015/10/14,61,55
14,2015/10/15,63,58
14,2015/10/16,60,59
14,2015/10/17,70,57
14,2015/10/18,58,55
14,2015/10/19,61,58
14,2015/10/20,60,54
14,2015/10/21,60,54
14,2015/10/22,62,57
14,2015/10/23,59,58
14,2015/10/24,69,56
14,2015/10/25,57,54
14,2015/10/26,60,57
14,2015/10/27,59,53
14,2015/10/28,59,53
14,2015/10/29,61,56
14,2015/10/30,58,57
14,2015/10/31,68,55
15,2015/9/1,65,63
15,2015/9/2,63,63
15,2015/9/3,66,67
15,2015/9/4,55,55
15,2015/9/5,78,75
15,2015/9/6,70,67
15,2015/9/7,67,63
15,2015/9/8,68,66
15,2015/9/9,67,66
15,2015/9/10,70,71
15,2015/9/11,67,66
15,2015/9/12,95,90
15,2015/9/13,74,71
15,2015/9/14,70,66
15,2015/9/15,70,68
15,2015/9/16,69,68
15,2015/9/17,72,73
15,2015/9/18,69,68
15,2015/9/19,97,93
15,2015/9/20,76,73
15,2015/9/21,72,68
15,2015/9/22,70,68
15,2015/9/23,69,68
15,2015/9/24,72,73
15,2015/9/25,69,68
15,2015/9/26,97,93
15,2015/9/27,48,46
15,2015/9/28,72,68
15,2015/9/29,72,70
15,2015/9/30,62,62
15,2015/10/1,46,46
15,2015/10/2,44,43
15,2015/10/3,67,64
15,2015/10/4,49,48
15,2015/10/5,46,43
15,2015/10/6,45,44
15,2015/10/7,44,43
15,2015/10/8,73,75
15,2015/10/9,71,69
15,2015/10/10,100,95
15,2015/10/11,78,75
15,2015/10/12,74,70
15,2015/10/13,73,71
15,2015/10/14,72,71
15,2015/10/15,74,76
15,2015/10/16,72,70
15,2015/10/17,101,96
15,2015/10/18,79,76
15,2015/10/19,75,71
15,2015/10/20,72,70
15,2015/10/21,71,70
15,2015/10/22,73,75
15,2015/10/23,71,69
15,2015/10/24,100,95
15,2015/10/25,78,75
15,2015/10/26,74,70
15,2015/10/27,71,69
15,2015/10/28,70,69
15,2015/10/29,72,74
15,2015/10/30,70,69
15,2015/10/31,99,94
16,2015/9/1,97,98
16,2015/9/2,101,109
16,2015/9/3,112,105
16,2015/9/4,89,90
16,2015/9/5,112,101
16,2015/9/6,124,111
16,2015/9/7,105,103
16,2015/9/8,101,102
16,2015/9/9,105,113
16,2015/9/10,116,109
16,2015/9/11,106,106
16,2015/9/12,133,120
16,2015/9/13,128,115
16,2015/9/14,109,107
16,2015/9/15,103,103
16,2015/9/16,107,115
16,2015/9/17,118,111
16,2015/9/18,108,108
16,2015/9/19,135,122
16,2015/9/20,131,117
16,2015/9/21,110,109
16,2015/9/22,103,103
16,2015/9/23,107,115
16,2015/9/24,118,111
16,2015/9/25,108,108
16,2015/9/26,135,122
16,2015/9/27,83,74
16,2015/9/28,110,109
16,2015/9/29,104,105
16,2015/9/30,96,103
16,2015/10/1,75,70
16,2015/10/2,68,68
16,2015/10/3,93,84
16,2015/10/4,84,75
16,2015/10/5,70,69
16,2015/10/6,65,65
16,2015/10/7,67,72
16,2015/10/8,120,113
16,2015/10/9,110,109
16,2015/10/10,138,124
16,2015/10/11,133,119
16,2015/10/12,112,111
16,2015/10/13,105,106
16,2015/10/14,110,118
16,2015/10/15,121,114
16,2015/10/16,111,110
16,2015/10/17,139,125
16,2015/10/18,134,120
16,2015/10/19,113,111
16,2015/10/20,104,105
16,2015/10/21,109,117
16,2015/10/22,120,113
16,2015/10/23,110,109
16,2015/10/24,138,124
16,2015/10/25,133,119
16,2015/10/26,112,111
16,2015/10/27,103,104
16,2015/10/28,108,116
16,2015/10/29,119,112
16,2015/10/30,109,108
16,2015/10/31,137,123
17,2015/9/1,64,67
17,2015/9/2,69,71
17,2015/9/3,71,75
17,2015/9/4,55,66
17,2015/9/5,49,57
17,2015/9/6,52,57
17,2015/9/7,59,66
17,2015/9/8,68,71
17,2015/9/9,73,75
17,2015/9/10,76,79
17,2015/9/11,67,79
17,2015/9/12,60,69
17,2015/9/13,56,61
17,2015/9/14,62,70
17,2015/9/15,70,73
17,2015/9/16,75,77
17,2015/9/17,78,81
17,2015/9/18,69,81
17,2015/9/19,62,71
17,2015/9/20,58,62
17,2015/9/21,64,72
17,2015/9/22,70,73
17,2015/9/23,75,77
17,2015/9/24,78,81
17,2015/9/25,69,81
17,2015/9/26,62,71
17,2015/9/27,36,39
17,2015/9/28,64,72
17,2015/9/29,82,86
17,2015/9/30,78,79
17,2015/10/1,57,59
17,2015/10/2,51,59
17,2015/10/3,49,56
17,2015/10/4,43,46
17,2015/10/5,47,52
17,2015/10/6,58,60
17,2015/10/7,63,63
17,2015/10/8,105,107
17,2015/10/9,93,108
17,2015/10/10,83,93
17,2015/10/11,78,82
17,2015/10/12,87,95
17,2015/10/13,96,99
17,2015/10/14,104,104
17,2015/10/15,108,110
17,2015/10/16,95,110
17,2015/10/17,85,95
17,2015/10/18,79,84
17,2015/10/19,89,97
17,2015/10/20,94,97
17,2015/10/21,102,102
17,2015/10/22,105,107
17,2015/10/23,93,108
17,2015/10/24,83,93
17,2015/10/25,78,82
17,2015/10/26,87,95
17,2015/10/27,88,92
17,2015/10/28,96,96
17,2015/10/29,99,101
17,2015/10/30,88,101
17,2015/10/31,78,88
18,2015/9/1,27,27
18,2015/9/2,23,25
18,2015/9/3,24,25
18,2015/9/4,18,23
18,2015/9/5,20,23
18,2015/9/6,21,21
18,2015/9/7,23,25
18,2015/9/8,31,31
18,2015/9/9,27,29
18,2015/9/10,28,30
18,2015/9/11,25,30
18,2015/9/12,27,30
18,2015/9/13,24,24
18,2015/9/14,27,29
18,2015/9/15,33,34
18,2015/9/16,28,31
18,2015/9/17,30,32
18,2015/9/18,27,33
18,2015/9/19,29,32
18,2015/9/20,26,26
18,2015/9/21,29,31
18,2015/9/22,33,34
18,2015/9/23,28,31
18,2015/9/24,30,32
18,2015/9/25,27,33
18,2015/9/26,29,32
18,2015/9/27,17,16
18,2015/9/28,29,31
18,2015/9/29,38,38
18,2015/9/30,29,31
18,2015/10/1,21,22
18,2015/10/2,19,23
18,2015/10/3,22,25
18,2015/10/4,19,19
18,2015/10/5,21,22
18,2015/10/6,25,25
18,2015/10/7,21,23
18,2015/10/8,37,38
