SHEDID,time,RT,LEASE
7,2015/10/16,58,57
7,2015/10/17,58,57
7,2015/10/18,58,57
7,2015/10/19,58,57
7,2015/10/20,58,57
7,2015/10/21,58,57
7,2015/10/22,58,57
7,2015/10/23,58,57
7,2015/10/24,58,57
7,2015/10/25,58,57
7,2015/10/26,58,57
7,2015/10/27,58,57
7,2015/10/28,58,57
7,2015/10/29,58,57
7,2015/10/30,58,57
7,2015/10/31,58,57
8,2015/9/1,91,88
8,2015/9/2,91,88
8,2015/9/3,91,88
8,2015/9/4,91,88
8,2015/9/5,91,88
8,2015/9/6,91,88
8,2015/9/7,91,88
8,2015/9/8,91,88
8,2015/9/9,91,88
8,2015/9/10,91,88
8,2015/9/11,91,88
8,2015/9/12,91,88
8,2015/9/13,91,88
8,2015/9/14,91,88
8,2015/9/15,91,88
8,2015/9/16,91,88
8,2015/9/17,91,88
8,2015/9/18,91,88
8,2015/9/19,91,88
8,2015/9/20,91,88
8,2015/9/21,91,88
8,2015/9/22,91,88
8,2015/9/23,91,88
8,2015/9/24,91,88
8,2015/9/25,91,88
8,2015/9/26,91,88
8,2015/9/27,91,88
8,2015/9/28,91,88
8,2015/9/29,91,88
8,2015/9/30,91,88
8,2015/10/1,91,88
8,2015/10/2,91,88
8,2015/10/3,91,88
8,2015/10/4,91,88
8,2015/10/5,91,88
8,2015/10/6,91,88
8,2015/10/7,91,88
8,2015/10/8,91,88
8,2015/10/9,91,88
8,2015/10/10,91,88
8,2015/10/11,91,88
8,2015/10/12,91,88
8,2015/10/13,91,88
8,2015/10/14,91,88
8,2015/10/15,91,88
8,2015/10/16,91,88
8,2015/10/17,91,88
8,2015/10/18,91,88
8,2015/10/19,91,88
8,2015/10/20,91,88
8,2015/10/21,91,88
8,2015/10/22,91,88
8,2015/10/23,91,88
8,2015/10/24,91,88
8,2015/10/25,91,88
8,2015/10/26,91,88
8,2015/10/27,91,88
8,2015/10/28,91,88
8,2015/10/29,91,88
8,2015/10/30,91,88
8,2015/10/31,91,88
9,2015/9/1,87,99
9,2015/9/2,87,99
9,2015/9/3,87,99
9,2015/9/4,87,99
9,2015/9/5,87,99
9,2015/9/6,87,99
9,2015/9/7,87,99
9,2015/9/8,87,99
9,2015/9/9,87,99
9,2015/9/10,87,99
9,2015/9/11,87,99
9,2015/9/12,87,99
9,2015/9/13,87,99
9,2015/9/14,87,99
9,2015/9/15,87,99
9,2015/9/16,87,99
9,2015/9/17,87,99
9,2015/9/18,87,99
9,2015/9/19,87,99
9,2015/9/20,87,99
9,2015/9/21,87,99
9,2015/9/22,87,99
9,2015/9/23,87,99
9,2015/9/24,87,99
9,2015/9/25,87,99
9,2015/9/26,87,99
9,2015/9/27,87,99
9,2015/9/28,87,99
9,2015/9/29,87,99
9,2015/9/30,87,99
9,2015/10/1,87,99
9,2015/10/2,87,99
9,2015/10/3,87,99
9,2015/10/4,87,99
9,2015/10/5,87,99
9,2015/10/6,87,99
9,2015/10/7,87,99
9,2015/10/8,87,99
9,2015/10/9,87,99
9,2015/10/10,87,99
9,2015/10/11,87,99
9,2015/10/12,87,99
9,2015/10/13,87,99
9,2015/10/14,87,99
9,2015/10/15,87,99
9,2015/10/16,87,99
9,2015/10/17,87,99
9,2015/10/18,87,99
9,2015/10/19,87,99
9,2015/10/20,87,99
9,2015/10/21,87,99
9,2015/10/22,87,99
9,2015/10/23,87,99
9,2015/10/24,87,99
9,2015/10/25,87,99
9,2015/10/26,87,99
9,2015/10/27,87,99
9,2015/10/28,87,99
9,2015/10/29,87,99
9,2015/10/30,87,99
9,2015/10/31,87,99
10,2015/9/1,55,63
10,2015/9/2,55,63
10,2015/9/3,55,63
10,2015/9/4,55,63
10,2015/9/5,55,63
10,2015/9/6,55,63
10,2015/9/7,55,63
10,2015/9/8,55,63
10,2015/9/9,55,63
10,2015/9/10,55,63
10,2015/9/11,55,63
10,2015/9/12,55,63
10,2015/9/13,55,63
10,2015/9/14,55,63
10,2015/9/15,55,63
10,2015/9/16,55,63
10,2015/9/17,55,63
10,2015/9/18,55,63
10,2015/9/19,55,63
10,2015/9/20,55,63
10,2015/9/21,55,63
10,2015/9/22,55,63
10,2015/9/23,55,63
10,2015/9/24,55,63
10,2015/9/25,55,63
10,2015/9/26,55,63
10,2015/9/27,55,63
10,2015/9/28,55,63
10,2015/9/29,55,63
10,2015/9/30,55,63
10,2015/10/1,55,63
10,2015/10/2,55,63
10,2015/10/3,55,63
10,2015/10/4,55,63
10,2015/10/5,55,63
10,2015/10/6,55,63
10,2015/10/7,55,63
10,2015/10/8,55,63
10,2015/10/9,55,63
10,2015/10/10,55,63
10,2015/10/11,55,63
10,2015/10/12,55,63
10,2015/10/13,55,63
10,2015/10/14,55,63
10,2015/10/15,55,63
10,2015/10/16,55,63
10,2015/10/17,55,63
10,2015/10/18,55,63
10,2015/10/19,55,63
10,2015/10/20,55,63
10,2015/10/21,55,63
10,2015/10/22,55,63
10,2015/10/23,55,63
10,2015/10/24,55,63
10,2015/10/25,55,63
10,2015/10/26,55,63
10,2015/10/27,55,63
10,2015/10/28,55,63
10,2015/10/29,55,63
10,2015/10/30,55,63
10,2015/10/31,55,63
11,2015/9/1,50,46
11,2015/9/2,50,46
11,2015/9/3,50,46
11,2015/9/4,50,46
11,2015/9/5,50,46
11,2015/9/6,50,46
11,2015/9/7,50,46
11,2015/9/8,50,46
11,2015/9/9,50,46
11,2015/9/10,50,46
11,2015/9/11,50,46
11,2015/9/12,50,46
11,2015/9/13,50,46
11,2015/9/14,50,46
11,2015/9/15,50,46
11,2015/9/16,50,46
11,2015/9/17,50,46
11,2015/9/18,50,46
11,2015/9/19,50,46
11,2015/9/20,50,46
11,2015/9/21,50,46
11,2015/9/22,50,46
11,2015/9/23,50,46
11,2015/9/24,50,46
11,2015/9/25,50,46
11,2015/9/26,50,46
11,2015/9/27,50,46
11,2015/9/28,50,46
11,2015/9/29,50,46
11,2015/9/30,50,46
11,2015/10/1,50,46
11,2015/10/2,50,46
11,2015/10/3,50,46
11,2015/10/4,50,46
11,2015/10/5,50,46
11,2015/10/6,50,46
11,2015/10/7,50,46
11,2015/10/8,50,46
11,2015/10/9,50,46
11,2015/10/10,50,46
11,2015/10/11,50,46
11,2015/10/12,50,46
11,2015/10/13,50,46
11,2015/10/14,50,46
11,2015/10/15,50,46
11,2015/10/16,50,46
11,2015/10/17,50,46
11,2015/10/18,50,46
11,2015/10/19,50,46
11,2015/10/20,50,46
11,2015/10/21,50,46
11,2015/10/22,50,46
11,2015/10/23,50,46
11,2015/10/24,50,46
11,2015/10/25,50,46
11,2015/10/26,50,46
11,2015/10/27,50,46
11,2015/10/28,50,46
11,2015/10/29,50,46
11,2015/10/30,50,46
11,2015/10/31,50,46
12,2015/9/1,31,32
12,2015/9/2,31,32
12,2015/9/3,31,32
12,2015/9/4,31,32
12,2015/9/5,31,32
12,2015/9/6,31,32
12,2015/9/7,31,32
12,2015/9/8,31,32
12,2015/9/9,31,32
12,2015/9/10,31,32
12,2015/9/11,31,32
12,2015/9/12,31,32
12,2015/9/13,31,32
12,2015/9/14,31,32
12,2015/9/15,31,32
12,2015/9/16,31,32
12,2015/9/17,31,32
12,2015/9/18,31,32
12,2015/9/19,31,32
12,2015/9/20,31,32
12,2015/9/21,31,32
12,2015/9/22,31,32
12,2015/9/23,31,32
12,2015/9/24,31,32
12,2015/9/25,31,32
12,2015/9/26,31,32
12,2015/9/27,31,32
12,2015/9/28,31,32
12,2015/9/29,31,32
12,2015/9/30,31,32
12,2015/10/1,31,32
12,2015/10/2,31,32
12,2015/10/3,31,32
12,2015/10/4,31,32
12,2015/10/5,31,32
12,2015/10/6,31,32
12,2015/10/7,31,32
12,2015/10/8,31,32
12,2015/10/9,31,32
12,2015/10/10,31,32
12,2015/10/11,31,32
12,2015/10/12,31,32
12,2015/10/13,31,32
12,2015/10/14,31,32
12,2015/10/15,31,32
12,2015/10/16,31,32
12,2015/10/17,31,32
12,2015/10/18,31,32
12,2015/10/19,31,32
12,2015/10/20,31,32
12,2015/10/21,31,32
12,2015/10/22,31,32
12,2015/10/23,31,32
12,2015/10/24,31,32
12,2015/10/25,31,32
12,2015/10/26,31,32
12,2015/10/27,31,32
12,2015/10/28,31,32
12,2015/10/29,31,32
12,2015/10/30,31,32
12,2015/10/31,31,32
13,2015/9/1,16,17
13,2015/9/2,16,17
13,2015/9/3,16,17
13,2015/9/4,16,17
13,2015/9/5,16,17
13,2015/9/6,16,17
13,2015/9/7,16,17
13,2015/9/8,16,17
13,2015/9/9,16,17
13,2015/9/10,16,17
13,2015/9/11,16,17
13,2015/9/12,16,17
13,2015/9/13,16,17
13,2015/9/14,16,17
13,2015/9/15,16,17
13,2015/9/16,16,17
13,2015/9/17,16,17
13,2015/9/18,16,17
13,2015/9/19,16,17
13,2015/9/20,16,17
13,2015/9/21,16,17
13,2015/9/22,16,17
13,2015/9/23,16,17
13,2015/9/24,16,17
13,2015/9/25,16,17
13,2015/9/26,16,17
13,2015/9/27,16,17
13,2015/9/28,16,17
13,2015/9/29,16,17
13,2015/9/30,16,17
13,2015/10/1,16,17
13,2015/10/2,16,17
13,2015/10/3,16,17
13,2015/10/4,16,17
13,2015/10/5,16,17
13,2015/10/6,16,17
13,2015/10/8,16,17
13,2015/10/9,16,17
13,2015/10/10,16,17
13,2015/10/11,16,17
13,2015/10/12,16,17
13,2015/10/13,16,17
13,2015/10/14,16,17
13,2015/10/15,16,17
13,2015/10/16,16,17
13,2015/10/17,16,17
13,2015/10/18,16,17
13,2015/10/19,16,17
13,2015/10/20,16,17
13,2015/10/21,16,17
13,2015/10/22,16,17
13,2015/10/23,16,17
13,2015/10/24,16,17
13,2015/10/25,16,17
13,2015/10/26,16,17
13,2015/10/27,16,17
13,2015/10/28,16,17
13,2015/10/29,16,17
13,2015/10/30,16,17
13,2015/10/31,16,17
14,2015/9/1,52,47
14,2015/9/2,52,47
14,2015/9/3,52,47
14,2015/9/4,52,47
14,2015/9/5,52,47
14,2015/9/6,52,47
14,2015/9/7,52,47
14,2015/9/8,52,47
14,2015/9/9,52,47
14,2015/9/10,52,47
14,2015/9/11,52,47
14,2015/9/12,52,47
14,2015/9/13,52,47
14,2015/9/14,52,47
14,2015/9/15,52,47
14,2015/9/16,52,47
14,2015/9/17,52,47
14,2015/9/18,52,47
14,2015/9/19,52,47
14,2015/9/20,52,47
14,2015/9/21,52,47
14,2015/9/22,52,47
14,2015/9/23,52,47
14,2015/9/24,52,47
14,2015/9/25,52,47
14,2015/9/26,52,47
14,2015/9/27,52,47
14,2015/9/28,52,47
14,2015/9/29,52,47
14,2015/9/30,52,47
14,2015/10/1,52,47
14,2015/10/2,52,47
14,2015/10/3,52,47
14,2015/10/4,52,47
14,2015/10/5,52,47
14,2015/10/6,52,47
14,2015/10/7,52,47
14,2015/10/8,52,47
14,2015/10/9,52,47
14,2015/10/10,52,47
14,2015/10/11,52,47
14,2015/10/12,52,47
14,2015/10/13,52,47
14,2015/10/14,52,47
14,2015/10/15,52,47
14,2015/10/16,52,47
14,2015/10/17,52,47
14,2015/10/18,52,47
14,2015/10/19,52,47
14,2015/10/20,52,47
14,2015/10/21,52,47
14,2015/10/22,52,47
14,2015/10/23,52,47
14,2015/10/24,52,47
14,2015/10/25,52,47
14,2015/10/26,52,47
14,2015/10/27,52,47
14,2015/10/28,52,47
14,2015/10/29,52,47
14,2015/10/30,52,47
14,2015/10/31,52,47
15,2015/9/1,68,66
15,2015/9/2,68,66
15,2015/9/3,68,66
15,2015/9/4,68,66
15,2015/9/5,68,66
15,2015/9/6,68,66
15,2015/9/7,68,66
15,2015/9/8,68,66
15,2015/9/9,68,66
15,2015/9/10,68,66
15,2015/9/11,68,66
15,2015/9/12,68,66
15,2015/9/13,68,66
15,2015/9/14,68,66
15,2015/9/15,68,66
15,2015/9/16,68,66
15,2015/9/17,68,66
15,2015/9/18,68,66
15,2015/9/19,68,66
15,2015/9/20,68,66
15,2015/9/21,68,66
15,2015/9/22,68,66
15,2015/9/23,68,66
15,2015/9/24,68,66
15,2015/9/25,68,66
15,2015/9/26,68,66
15,2015/9/27,68,66
15,2015/9/28,68,66
15,2015/9/29,68,66
15,2015/9/30,68,66
15,2015/10/1,68,66
15,2015/10/2,68,66
15,2015/10/3,68,66
15,2015/10/4,68,66
15,2015/10/5,68,66
15,2015/10/6,68,66
15,2015/10/7,68,66
15,2015/10/8,68,66
15,2015/10/9,68,66
15,2015/10/10,68,66
15,2015/10/11,68,66
15,2015/10/12,68,66
15,2015/10/13,68,66
15,2015/10/14,68,66
15,2015/10/15,68,66
15,2015/10/16,68,66
15,2015/10/17,68,66
15,2015/10/18,68,66
15,2015/10/19,68,66
15,2015/10/20,68,66
15,2015/10/21,68,66
15,2015/10/22,68,66
15,2015/10/23,68,66
15,2015/10/24,68,66
15,2015/10/25,68,66
15,2015/10/26,68,66
15,2015/10/27,68,66
15,2015/10/28,68,66
15,2015/10/29,68,66
15,2015/10/30,68,66
15,2015/10/31,68,66
16,2015/9/1,109,105
16,2015/9/2,109,105
16,2015/9/3,109,105
16,2015/9/4,109,105
16,2015/9/5,109,105
16,2015/9/6,109,105
16,2015/9/7,109,105
16,2015/9/8,109,105
16,2015/9/9,109,105
16,2015/9/10,109,105
16,2015/9/11,109,105
16,2015/9/12,109,105
16,2015/9/13,109,105
16,2015/9/14,109,105
16,2015/9/15,109,105
16,2015/9/16,109,105
16,2015/9/17,109,105
16,2015/9/18,109,105
16,2015/9/19,109,105
16,2015/9/20,109,105
16,2015/9/21,109,105
16,2015/9/22,109,105
16,2015/9/23,109,105
16,2015/9/24,109,105
16,2015/9/25,109,105
16,2015/9/26,109,105
16,2015/9/27,109,105
16,2015/9/28,109,105
16,2015/9/29,109,105
16,2015/9/30,109,105
16,2015/10/1,109,105
16,2015/10/2,109,105
16,2015/10/3,109,105
16,2015/10/4,109,105
16,2015/10/5,109,105
16,2015/10/6,109,105
16,2015/10/7,109,105
16,2015/10/8,109,105
16,2015/10/9,109,105
16,2015/10/10,109,105
16,2015/10/11,109,105
16,2015/10/12,109,105
16,2015/10/13,109,105
16,2015/10/14,109,105
16,2015/10/15,109,105
16,2015/10/16,109,105
16,2015/10/17,109,105
16,2015/10/18,109,105
16,2015/10/19,109,105
16,2015/10/20,109,105
16,2015/10/21,109,105
16,2015/10/22,109,105
16,2015/10/23,109,105
16,2015/10/24,109,105
16,2015/10/25,109,105
16,2015/10/26,109,105
16,2015/10/27,109,105
16,2015/10/28,109,105
16,2015/10/29,109,105
16,2015/10/30,109,105
16,2015/10/31,109,105
17,2015/9/1,61,67
17,2015/9/2,61,67
17,2015/9/3,61,67
17,2015/9/4,61,67
17,2015/9/5,61,67
17,2015/9/6,61,67
17,2015/9/7,61,67
17,2015/9/8,61,67
17,2015/9/9,61,67
17,2015/9/10,61,67
17,2015/9/11,61,67
17,2015/9/12,61,67
17,2015/9/13,61,67
17,2015/9/14,61,67
17,2015/9/15,61,67
17,2015/9/16,61,67
17,2015/9/17,61,67
17,2015/9/18,61,67
17,2015/9/19,61,67
17,2015/9/20,61,67
17,2015/9/21,61,67
17,2015/9/22,61,67
17,2015/9/23,61,67
17,2015/9/24,61,67
17,2015/9/25,61,67
17,2015/9/26,61,67
17,2015/9/27,61,67
17,2015/9/28,61,67
17,2015/9/29,61,67
17,2015/9/30,61,67
17,2015/10/1,61,67
17,2015/10/2,61,67
17,2015/10/3,61,67
17,2015/10/4,61,67
17,2015/10/5,61,67
17,2015/10/6,61,67
17,2015/10/7,61,67
17,2015/10/8,61,67
17,2015/10/9,61,67
17,2015/10/10,61,67
17,2015/10/11,61,67
17,2015/10/12,61,67
17,2015/10/13,61,67
17,2015/10/14,61,67
17,2015/10/15,61,67
17,2015/10/16,61,67
17,2015/10/17,61,67
17,2015/10/18,61,67
17,2015/10/19,61,67
17,2015/10/20,61,67
17,2015/10/21,61,67
17,2015/10/22,61,67
17,2015/10/23,61,67
17,2015/10/24,61,67
17,2015/10/25,61,67
17,2015/10/26,61,67
17,2015/10/27,61,67
17,2015/10/28,61,67
17,2015/10/29,61,67
17,2015/10/30,61,67
17,2015/10/31,61,67
18,2015/9/1,22,24
18,2015/9/2,22,24
18,2015/9/3,22,24
18,2015/9/4,22,24
18,2015/9/5,22,24
18,2015/9/6,22,24
18,2015/9/7,22,24
18,2015/9/8,22,24
18,2015/9/9,22,24
18,2015/9/10,22,24
18,2015/9/11,22,24
18,2015/9/12,22,24
18,2015/9/13,22,24
18,2015/9/14,22,24
18,2015/9/15,22,24
18,2015/9/16,22,24
18,2015/9/17,22,24
18,2015/9/18,22,24
18,2015/9/19,22,24
18,2015/9/20,22,24
18,2015/9/21,22,24
18,2015/9/22,22,24
18,2015/9/23,22,24
18,2015/9/24,22,24
18,2015/9/25,22,24
18,2015/9/26,22,24
18,2015/9/27,22,24
18,2015/9/28,22,24
18,2015/9/29,22,24
18,2015/9/30,22,24
18,2015/10/1,22,24
18,2015/10/2,22,24
18,2015/10/3,22,24
18,2015/10/4,22,24
18,2015/10/5,22,24
18,2015/10/6,22,24
18,2015/10/7,22,24
18,2015/10/8,22,24
